ip,app,device,os,channel,click_time,attributed_time,is_attributed
54157,18,1,3,107,2017-11-07 14:25:28,,0
879,21,1,12,128,2017-11-07 14:26:00,,0
90053,11,1,13,325,2017-11-07 14:37:19,,0
115115,12,1,22,265,2017-11-07 14:29:22,,0
53454,18,1,19,121,2017-11-07 14:36:02,,0
109144,3,1,13,130,2017-11-07 14:32:21,,0
175516,9,1,19,334,2017-11-07 14:41:38,,0
109676,9,1,17,134,2017-11-07 14:26:15,,0
53454,15,2,13,153,2017-11-07 14:31:09,,0
75634,2,1,20,205,2017-11-07 14:24:19,,0
44497,15,1,19,245,2017-11-07 14:33:31,,0
5348,14,1,19,489,2017-11-07 14:41:00,,0
13573,13,2,19,400,2017-11-07 14:43:00,,0
156679,15,1,17,111,2017-11-07 14:27:16,,0
121302,8,1,19,140,2017-11-07 14:37:38,,0
44744,64,1,28,459,2017-11-07 14:24:52,,0
60,3,1,19,417,2017-11-07 14:30:21,,0
177318,3,1,13,137,2017-11-07 14:25:42,,0
86767,13,1,8,400,2017-11-07 14:37:29,,0
34854,6,1,19,459,2017-11-07 14:36:21,,0
6360,3,1,18,153,2017-11-07 14:41:25,,0
32365,13,1,19,477,2017-11-07 14:26:02,,0
92766,3,1,40,442,2017-11-07 14:37:04,,0
4841,3,1,13,137,2017-11-07 14:41:16,,0
78744,6,1,19,459,2017-11-07 14:40:25,,0
106680,18,1,13,121,2017-11-07 14:30:26,,0
120583,3,1,19,489,2017-11-07 14:29:20,,0
46664,3,1,14,205,2017-11-07 14:37:04,,0
71863,12,1,16,178,2017-11-07 14:28:50,,0
119460,12,1,19,205,2017-11-07 14:41:13,,0
79941,18,1,19,439,2017-11-07 14:32:12,,0
175666,2,1,17,477,2017-11-07 14:38:44,,0
115841,25,1,20,259,2017-11-07 14:38:57,,0
1025,3,1,19,130,2017-11-07 14:33:14,,0
193741,12,1,37,124,2017-11-07 14:34:43,,0
69944,26,1,19,121,2017-11-07 14:40:10,,0
67756,12,1,19,245,2017-11-07 14:29:27,,0
137718,3,1,13,480,2017-11-07 14:37:11,,0
6113,1,1,13,377,2017-11-07 14:36:03,,0
63878,18,1,23,121,2017-11-07 14:25:38,,0
5314,18,1,13,134,2017-11-07 14:27:21,,0
164777,3,2,13,211,2017-11-07 14:34:32,,0
68248,1,1,19,135,2017-11-07 14:42:33,,0
7252,3,1,17,137,2017-11-07 14:24:32,,0
5348,14,1,13,489,2017-11-07 14:36:28,,0
41203,3,1,17,137,2017-11-07 14:34:59,,0
197155,15,1,3,265,2017-11-07 14:40:08,,0
122741,6,1,25,459,2017-11-07 14:37:12,,0
9734,3,1,37,379,2017-11-07 14:29:12,,0
33838,3,1,8,417,2017-11-07 14:40:48,,0
104798,1,1,25,125,2017-11-07 14:27:54,,0
75007,12,1,25,259,2017-11-07 14:33:41,,0
95962,3,1,22,205,2017-11-07 14:40:08,,0
168983,1,1,52,134,2017-11-07 14:37:39,,0
172042,18,3032,607,107,2017-11-07 14:33:54,,0
67628,9,1,18,244,2017-11-07 14:37:20,,0
50397,2,1,20,258,2017-11-07 14:38:15,,0
165074,3,1,18,137,2017-11-07 14:29:17,,0
129991,24,1,13,105,2017-11-07 14:37:46,,0
25648,2,1,13,477,2017-11-07 14:41:52,,0
8536,12,1,8,265,2017-11-07 14:31:50,,0
118252,17,1,25,280,2017-11-07 14:41:58,,0
205316,15,1,13,245,2017-11-07 14:38:25,,0
60574,1,1,25,17,2017-11-07 14:35:14,,0
39802,21,1,13,128,2017-11-07 14:30:20,,0
66210,15,1,13,245,2017-11-07 14:40:24,,0
41232,9,1,14,134,2017-11-07 14:36:42,,0
112362,15,1,17,245,2017-11-07 14:32:14,,0
142174,3,1,17,452,2017-11-07 14:35:18,,0
53454,26,1,30,266,2017-11-07 14:41:06,,0
190824,14,1,15,463,2017-11-07 14:36:25,,0
96037,18,3032,607,107,2017-11-07 14:37:10,,0
15609,15,1,19,245,2017-11-07 14:31:34,,0
49034,3,1,19,205,2017-11-07 14:38:27,,0
154458,1,1,2,178,2017-11-07 14:35:54,,0
154057,24,1,22,105,2017-11-07 14:32:13,,0
56166,12,1,43,265,2017-11-07 14:32:51,,0
84564,28,1,3,135,2017-11-07 14:31:53,,0
48212,3,1,6,205,2017-11-07 14:26:50,,0
138958,3,1,19,424,2017-11-07 14:31:19,,0
90485,15,1,23,245,2017-11-07 14:30:55,,0
42333,13,1,25,400,2017-11-07 14:39:41,,0
105433,2,1,8,205,2017-11-07 14:34:30,,0
72936,23,1,18,153,2017-11-07 14:36:01,,0
119318,9,1,19,466,2017-11-07 14:31:44,,0
48384,12,1,19,424,2017-11-07 14:24:45,,0
39480,11,1,46,122,2017-11-07 14:40:55,,0
74224,18,1,35,134,2017-11-07 14:40:51,,0
57834,21,2,19,128,2017-11-07 14:40:23,,0
67325,3,1,17,137,2017-11-07 14:28:41,,0
8482,13,1,18,477,2017-11-07 14:37:05,,0
117,20,1,1,259,2017-11-07 14:28:06,,0
95866,12,1,13,178,2017-11-07 14:35:41,,0
48212,2,1,11,237,2017-11-07 14:32:28,,0
43809,9,1,6,445,2017-11-07 14:37:31,,0
59718,3,1,20,489,2017-11-07 14:30:49,,0
94916,9,1,18,442,2017-11-07 14:24:58,,0
105560,15,1,13,3,2017-11-07 14:29:22,,0
120163,1,1,19,134,2017-11-07 14:27:41,,0
8230,6,1,13,125,2017-11-07 14:28:12,,0
72986,23,1,19,153,2017-11-07 14:36:52,,0
77128,18,1,13,134,2017-11-07 14:43:10,,0
85192,12,1,18,259,2017-11-07 14:36:27,,0
5348,12,1,15,178,2017-11-07 14:36:58,,0
83595,15,1,28,265,2017-11-07 14:29:50,,0
36183,2,1,25,237,2017-11-07 14:28:40,,0
89783,9,1,19,258,2017-11-07 14:39:34,,0
62129,15,1,13,130,2017-11-07 14:29:29,,0
55819,3,1,18,19,2017-11-07 14:41:23,,0
149501,28,1,19,135,2017-11-07 14:32:22,,0
8718,7,1,19,101,2017-11-07 14:35:37,,0
71740,12,1,13,328,2017-11-07 14:40:11,,0
208213,11,1,8,219,2017-11-07 14:43:06,,0
103411,15,1,2,3,2017-11-07 14:42:40,,0
139925,3,1,19,489,2017-11-07 14:38:02,,0
5314,3,1,13,280,2017-11-07 14:35:59,,0
66778,15,1,6,140,2017-11-07 14:41:27,,0
89845,12,1,9,265,2017-11-07 14:28:32,,0
11865,15,1,19,245,2017-11-07 14:35:13,,0
116087,15,1,13,245,2017-11-07 14:32:10,,0
132245,27,1,5,153,2017-11-07 14:36:18,,0
169953,14,1,20,379,2017-11-07 14:29:30,,0
6277,1,1,19,153,2017-11-07 14:39:18,,0
160853,18,1,18,107,2017-11-07 14:28:17,,0
103828,20,1,19,478,2017-11-07 14:31:47,,0
206716,26,1,32,266,2017-11-07 14:41:24,,0
51246,2,1,15,435,2017-11-07 14:32:31,,0
110710,15,1,19,245,2017-11-07 14:34:59,,0
12491,61,1,8,21,2017-11-07 14:34:06,,0
33008,12,1,13,178,2017-11-07 14:36:43,,0
5314,12,1,19,140,2017-11-07 14:32:23,,0
176081,12,1,28,259,2017-11-07 14:33:06,,0
70036,3,1,13,379,2017-11-07 14:40:21,,0
8215,12,1,19,140,2017-11-07 14:29:25,,0
97773,15,2,13,245,2017-11-07 14:29:02,,0
8208,12,1,19,328,2017-11-07 14:33:15,,0
26233,12,1,18,259,2017-11-07 14:42:46,,0
33012,9,1,37,244,2017-11-07 14:31:49,,0
66025,27,1,19,153,2017-11-07 14:35:48,,0
81643,2,1,19,401,2017-11-07 14:26:25,,0
125232,2,1,13,212,2017-11-07 14:37:10,,0
77772,15,1,19,245,2017-11-07 14:37:57,,0
37776,2,1,9,435,2017-11-07 14:39:27,,0
48552,12,1,20,259,2017-11-07 14:37:58,,0
73487,18,2,8,121,2017-11-07 14:30:27,,0
69136,9,1,32,134,2017-11-07 14:38:35,,0
113725,5,1,14,377,2017-11-07 14:27:45,,0
209663,2,1,19,205,2017-11-07 14:39:42,,0
25041,64,1,19,459,2017-11-07 14:38:17,,0
18058,11,1,19,173,2017-11-07 14:31:27,,0
30564,26,1,13,266,2017-11-07 14:31:57,,0
134611,20,1,19,259,2017-11-07 14:34:12,,0
84749,3,1,13,480,2017-11-07 14:26:16,,0
30587,3,1,13,442,2017-11-07 14:28:57,,0
206439,9,1,15,232,2017-11-07 14:33:28,,0
65552,9,1,8,334,2017-11-07 14:37:14,,0
53929,8,2,3,259,2017-11-07 14:40:00,,0
73362,13,2,35,400,2017-11-07 14:36:00,,0
58218,24,1,13,178,2017-11-07 14:35:57,,0
77574,24,1,13,105,2017-11-07 14:28:28,,0
151394,9,1,19,445,2017-11-07 14:33:51,,0
98424,9,1,8,445,2017-11-07 14:27:16,,0
72094,2,2,15,205,2017-11-07 14:35:22,,0
79570,10,1,41,377,2017-11-07 14:35:38,,0
140278,3,1,13,424,2017-11-07 14:24:42,,0
74100,18,1,35,439,2017-11-07 14:34:47,,0
123904,15,1,8,245,2017-11-07 14:32:44,,0
22385,9,1,16,232,2017-11-07 14:30:28,,0
44744,151,0,24,347,2017-11-07 14:41:37,,0
1881,23,1,18,153,2017-11-07 14:32:56,,0
8847,18,1,19,121,2017-11-07 14:35:13,,0
105519,2,1,19,205,2017-11-07 14:40:21,,0
172457,12,1,18,245,2017-11-07 14:34:55,,0
44536,19,0,38,213,2017-11-07 14:38:28,,0
136808,12,1,13,178,2017-11-07 14:32:28,,0
154059,18,1,1,107,2017-11-07 14:26:13,,0
109412,13,1,9,400,2017-11-07 14:42:12,,0
26580,3,1,1,137,2017-11-07 14:26:53,,0
7794,25,1,17,259,2017-11-07 14:34:36,,0
27410,26,1,13,121,2017-11-07 14:31:48,,0
119313,8,1,19,145,2017-11-07 14:41:21,,0
123994,3,1,10,409,2017-11-07 14:39:49,,0
153499,3,1,13,424,2017-11-07 14:29:34,,0
22085,18,3032,607,107,2017-11-07 14:38:14,,0
137773,12,1,22,245,2017-11-07 14:27:22,,0
77048,1,1,32,115,2017-11-07 14:24:52,,0
100271,2,1,15,212,2017-11-07 14:40:32,,0
93021,12,1,41,259,2017-11-07 14:25:36,,0
33143,15,1,19,315,2017-11-07 14:27:23,,0
5314,14,1,13,442,2017-11-07 14:32:31,,0
115115,13,1,9,469,2017-11-07 14:29:02,,0
146333,2,1,22,122,2017-11-07 14:28:40,,0
173141,13,1,18,469,2017-11-07 14:24:31,,0
171690,13,1,17,477,2017-11-07 14:28:31,,0
31168,26,1,43,266,2017-11-07 14:26:51,,0
2239,12,1,13,481,2017-11-07 14:38:02,,0
211560,3,1,13,424,2017-11-07 14:41:11,,0
83127,22,1,19,116,2017-11-07 14:33:59,,0
13756,3,1,19,205,2017-11-07 14:38:25,,0
82530,21,1,97,128,2017-11-07 14:34:46,,0
171914,182,1,57,224,2017-11-07 14:27:47,,0
119369,12,1,27,245,2017-11-07 14:34:04,,0
116372,3,1,19,379,2017-11-07 14:40:15,,0
192027,1,1,20,349,2017-11-07 14:30:22,,0
201182,14,1,19,463,2017-11-07 14:39:04,,0
35155,13,1,20,400,2017-11-07 14:35:18,,0
31303,2,1,37,452,2017-11-07 14:30:36,,0
124938,29,1,27,213,2017-11-07 14:24:29,,0
59588,14,1,13,349,2017-11-07 14:27:11,,0
61137,2,1,19,377,2017-11-07 14:25:45,,0
51768,2,1,19,237,2017-11-07 14:24:40,,0
47611,32,1,13,376,2017-11-07 14:41:54,,0
63149,15,1,18,315,2017-11-07 14:33:37,,0
75489,15,1,13,245,2017-11-07 14:29:14,,0
11042,11,1,8,122,2017-11-07 14:39:46,,0
12711,9,1,9,466,2017-11-07 14:29:39,,0
15000,19,0,29,347,2017-11-07 14:24:51,,0
25553,2,2,13,205,2017-11-07 14:28:11,,0
86767,18,1,19,121,2017-11-07 14:26:25,,0
6641,8,1,6,145,2017-11-07 14:38:01,,0
130030,15,1,8,245,2017-11-07 14:33:53,,0
70552,15,1,35,245,2017-11-07 14:28:08,,0
114490,2,2,9,205,2017-11-07 14:42:58,,0
195964,18,1,18,121,2017-11-07 14:33:46,,0
110985,15,1,19,130,2017-11-07 14:40:11,,0
157691,18,3032,607,107,2017-11-07 14:34:47,,0
76788,15,1,23,245,2017-11-07 14:38:50,,0
73516,25,1,19,259,2017-11-07 14:32:16,,0
71591,3,1,19,424,2017-11-07 14:36:47,,0
198552,3,1,19,153,2017-11-07 14:27:22,,0
67407,28,1,41,135,2017-11-07 14:32:24,,0
36795,2,1,13,435,2017-11-07 14:39:04,,0
72325,21,1,17,128,2017-11-07 14:26:35,,0
114526,12,1,13,409,2017-11-07 14:42:48,,0
76488,26,1,12,121,2017-11-07 14:29:07,,0
5348,3,1,13,442,2017-11-07 14:30:50,,0
165191,21,1,19,232,2017-11-07 14:25:50,,0
118252,18,1,164,439,2017-11-07 14:26:49,,0
47747,23,1,11,153,2017-11-07 14:40:57,,0
148546,18,1,19,376,2017-11-07 14:33:40,,0
56972,21,1,22,232,2017-11-07 14:41:00,,0
43793,15,1,10,245,2017-11-07 14:41:31,,0
85085,14,1,19,442,2017-11-07 14:31:21,,0
123945,3,1,17,379,2017-11-07 14:33:19,,0
30503,3,1,15,280,2017-11-07 14:42:45,,0
47772,10,1,47,113,2017-11-07 14:29:51,,0
36213,15,1,8,245,2017-11-07 14:33:17,,0
14764,13,1,14,477,2017-11-07 14:38:12,,0
132262,2,1,20,219,2017-11-07 14:38:46,,0
108019,64,1,19,459,2017-11-07 14:28:53,,0
188186,1,1,19,349,2017-11-07 14:39:17,,0
142164,2,1,30,435,2017-11-07 14:38:08,,0
93808,2,1,2,219,2017-11-07 14:24:29,,0
108075,29,1,13,343,2017-11-07 14:38:57,,0
120163,15,1,19,140,2017-11-07 14:30:54,,0
52672,2,1,18,212,2017-11-07 14:39:48,,0
130882,3,1,13,409,2017-11-07 14:41:41,,0
199747,13,1,3,477,2017-11-07 14:37:50,,0
114490,2,2,19,205,2017-11-07 14:38:04,,0
4759,3,1,6,137,2017-11-07 14:34:02,,0
29785,9,1,20,466,2017-11-07 14:24:54,,0
137887,18,1,18,439,2017-11-07 14:42:09,,0
43725,15,1,13,245,2017-11-07 14:37:44,,0
62960,6,1,19,125,2017-11-07 14:42:45,,0
85533,9,1,10,334,2017-11-07 14:37:34,,0
42143,8,1,13,145,2017-11-07 14:31:06,,0
177341,9,2,9,244,2017-11-07 14:42:26,,0
41097,18,1,19,107,2017-11-07 14:32:50,,0
37142,8,1,31,145,2017-11-07 14:34:19,,0
45009,2,1,9,205,2017-11-07 14:31:53,,0
42139,15,1,18,430,2017-11-07 14:29:54,,0
103582,15,1,34,265,2017-11-07 14:43:06,,0
146786,11,1,19,319,2017-11-07 14:33:31,,0
197705,3,1,48,489,2017-11-07 14:41:02,,0
203176,3,1,13,137,2017-11-07 14:25:18,,0
180230,3,1,13,280,2017-11-07 14:32:20,,0
187243,26,1,25,266,2017-11-07 14:34:14,,0
5348,26,1,27,121,2017-11-07 14:35:43,,0
110032,3,1,3,442,2017-11-07 14:41:47,,0
109177,15,1,8,386,2017-11-07 14:37:19,,0
34194,18,1,13,134,2017-11-07 14:40:31,,0
188580,12,1,13,19,2017-11-07 14:30:17,,0
163553,2,1,15,435,2017-11-07 14:31:54,,0
160435,19,35,24,101,2017-11-07 14:33:28,,0
31817,14,1,41,480,2017-11-07 14:30:59,,0
73487,9,1,19,234,2017-11-07 14:42:03,,0
192398,12,1,17,265,2017-11-07 14:24:07,,0
70860,3,1,13,466,2017-11-07 14:41:09,,0
53218,13,1,13,477,2017-11-07 14:29:24,,0
101919,11,1,18,319,2017-11-07 14:25:01,,0
50136,3,1,17,137,2017-11-07 14:43:06,,0
14112,2,1,22,477,2017-11-07 14:32:37,,0
188038,14,1,5,463,2017-11-07 14:43:04,,0
172850,18,1,19,121,2017-11-07 14:32:21,,0
114795,215,3032,607,347,2017-11-07 14:28:19,,0
35221,3,1,19,115,2017-11-07 14:42:09,,0
2589,6,1,10,125,2017-11-07 14:41:43,,0
99856,12,1,17,259,2017-11-07 14:26:57,,0
22409,9,1,25,442,2017-11-07 14:25:31,,0
67682,1,1,19,17,2017-11-07 14:30:19,,0
203245,2,2,15,364,2017-11-07 14:42:57,,0
36150,2,2,97,205,2017-11-07 14:39:11,,0
123872,2,1,19,435,2017-11-07 14:25:09,,0
32972,18,1,13,107,2017-11-07 14:30:27,,0
99377,3,1,13,280,2017-11-07 14:34:21,,0
48212,2,1,1,237,2017-11-07 14:24:13,,0
206853,18,1,41,107,2017-11-07 14:42:40,,0
88046,14,1,13,134,2017-11-07 14:31:52,,0
45425,3,1,8,480,2017-11-07 14:31:39,,0
55957,12,1,26,265,2017-11-07 14:34:09,,0
6194,17,1,13,280,2017-11-07 14:25:54,,0
61049,12,1,13,328,2017-11-07 14:39:42,,0
128221,14,1,57,224,2017-11-07 14:24:07,,0
131323,14,1,20,442,2017-11-07 14:35:56,,0
100275,9,1,6,244,2017-11-07 14:41:55,,0
29372,29,2,19,210,2017-11-07 14:41:15,,0
45467,3,1,19,137,2017-11-07 14:30:57,,0
105475,18,1,13,439,2017-11-07 14:30:54,,0
26995,2,1,17,219,2017-11-07 14:29:36,,0
70621,13,1,19,469,2017-11-07 14:31:38,,0
113696,2,1,13,212,2017-11-07 14:27:40,,0
160346,3,1,16,130,2017-11-07 14:42:07,,0
75634,3,1,13,402,2017-11-07 14:37:51,,0
72000,15,1,19,245,2017-11-07 14:42:08,,0
11109,15,1,22,245,2017-11-07 14:32:19,,0
125108,21,2,13,128,2017-11-07 14:33:42,,0
178366,15,1,30,379,2017-11-07 14:40:58,,0
5348,26,1,19,266,2017-11-07 14:25:28,,0
178350,2,1,13,477,2017-11-07 14:35:57,,0
116305,18,3032,607,107,2017-11-07 14:34:59,,0
136890,6,1,1,459,2017-11-07 14:35:03,,0
13412,3,1,8,137,2017-11-07 14:36:44,,0
129216,3,1,41,19,2017-11-07 14:38:35,,0
17329,8,1,10,145,2017-11-07 14:29:36,,0
30982,15,1,6,245,2017-11-07 14:30:22,,0
118696,20,1,40,259,2017-11-07 14:34:35,,0
69304,13,1,13,477,2017-11-07 14:35:23,,0
92294,15,1,13,245,2017-11-07 14:26:46,,0
39166,12,1,18,265,2017-11-07 14:38:33,,0
105811,18,1,13,121,2017-11-07 14:25:14,,0
44277,2,1,19,122,2017-11-07 14:28:10,,0
107898,14,1,13,439,2017-11-07 14:28:54,,0
92804,5,1,13,377,2017-11-07 14:37:59,,0
98412,9,1,20,442,2017-11-07 14:25:43,,0
168295,3,1,19,442,2017-11-07 14:25:25,,0
14236,11,1,22,481,2017-11-07 14:27:52,,0
73487,3,1,13,442,2017-11-07 14:37:44,,0
145934,12,1,19,259,2017-11-07 14:29:18,,0
43827,9,1,8,215,2017-11-07 14:36:27,,0
188660,21,2,30,232,2017-11-07 14:26:05,,0
29569,8,1,6,145,2017-11-07 14:28:21,,0
208713,15,1,19,278,2017-11-07 14:27:55,,0
3964,12,1,13,245,2017-11-07 14:28:31,,0
50087,2,1,17,469,2017-11-07 14:29:16,,0
94096,12,1,9,265,2017-11-07 14:33:06,,0
105534,2,1,19,205,2017-11-07 14:40:42,,0
107335,27,1,13,153,2017-11-07 14:40:54,,0
2988,1,1,30,134,2017-11-07 14:39:15,,0
124033,9,1,13,442,2017-11-07 14:34:27,,0
70343,18,1,22,107,2017-11-07 14:42:56,,0
104470,58,3032,607,347,2017-11-07 14:29:16,,0
205584,94,1,11,361,2017-11-07 14:31:34,,0
88074,64,1,13,459,2017-11-07 14:31:22,,0
91749,13,1,11,400,2017-11-07 14:42:49,,0
116935,2,1,22,469,2017-11-07 14:32:35,,0
88599,15,1,19,245,2017-11-07 14:40:37,,0
14404,15,1,13,245,2017-11-07 14:34:02,,0
69635,14,1,17,349,2017-11-07 14:25:55,,0
24847,15,1,19,245,2017-11-07 14:25:02,,0
8595,12,1,19,328,2017-11-07 14:30:57,,0
175227,12,1,19,497,2017-11-07 14:42:00,,0
152506,6,1,16,459,2017-11-07 14:26:30,,0
76744,12,1,19,140,2017-11-07 14:26:44,,0
183031,7,1,14,101,2017-11-07 14:34:59,,0
197495,19,0,29,213,2017-11-07 14:32:05,2017-11-07 14:32:47,1
115840,3,1,13,137,2017-11-07 14:33:38,,0
1990,15,1,9,130,2017-11-07 14:30:18,,0
80466,14,1,19,401,2017-11-07 14:29:31,,0
135749,24,1,13,178,2017-11-07 14:39:21,,0
188041,2,1,17,219,2017-11-07 14:34:31,,0
2095,9,1,13,258,2017-11-07 14:31:05,,0
14028,18,1,8,376,2017-11-07 14:39:28,,0
44458,12,2,36,326,2017-11-07 14:24:18,,0
12129,27,1,19,122,2017-11-07 14:29:40,,0
93587,15,1,19,245,2017-11-07 14:35:14,,0
12426,11,1,27,469,2017-11-07 14:33:58,,0
33306,12,1,19,265,2017-11-07 14:25:34,,0
109537,1,1,41,135,2017-11-07 14:41:16,,0
5314,15,1,18,379,2017-11-07 14:32:24,,0
184901,3,1,13,452,2017-11-07 14:27:14,,0
147511,12,1,13,19,2017-11-07 14:24:43,,0
74748,20,1,13,478,2017-11-07 14:33:26,,0
117979,3,1,36,480,2017-11-07 14:24:23,,0
95766,3,1,19,137,2017-11-07 14:28:20,,0
81586,15,1,16,130,2017-11-07 14:25:46,,0
108913,12,1,22,178,2017-11-07 14:32:51,,0
48224,8,1,19,145,2017-11-07 14:37:56,,0
114220,13,1,19,477,2017-11-07 14:40:08,,0
14737,11,1,13,122,2017-11-07 14:33:17,,0
76744,15,1,13,386,2017-11-07 14:39:26,,0
95145,15,1,11,3,2017-11-07 14:24:47,,0
127150,64,1,19,459,2017-11-07 14:31:23,,0
7944,2,1,17,212,2017-11-07 14:29:53,,0
5314,2,1,2,477,2017-11-07 14:30:00,,0
85464,18,1,43,121,2017-11-07 14:32:40,,0
94245,15,1,22,245,2017-11-07 14:24:20,,0
113283,9,1,40,445,2017-11-07 14:37:39,,0
208694,14,1,19,489,2017-11-07 14:40:39,,0
25009,15,1,11,245,2017-11-07 14:26:57,,0
103632,18,3032,607,107,2017-11-07 14:27:20,,0
190968,18,1,41,121,2017-11-07 14:40:57,,0
105475,15,1,19,379,2017-11-07 14:26:01,,0
109812,15,1,19,153,2017-11-07 14:32:21,,0
93054,12,1,6,178,2017-11-07 14:34:04,,0
5348,14,1,19,379,2017-11-07 14:32:34,,0
105485,64,1,13,459,2017-11-07 14:28:17,,0
43289,2,1,25,219,2017-11-07 14:35:51,,0
17756,3,1,13,280,2017-11-07 14:37:27,,0
54982,3,1,35,442,2017-11-07 14:27:27,,0
108881,26,1,19,121,2017-11-07 14:32:50,,0
99160,18,1,16,107,2017-11-07 14:36:26,,0
111182,20,2,13,259,2017-11-07 14:29:41,,0
5348,23,1,49,153,2017-11-07 14:31:12,,0
206817,6,1,10,125,2017-11-07 14:37:23,,0
135663,1,1,13,134,2017-11-07 14:36:57,,0
55149,12,1,16,328,2017-11-07 14:42:15,,0
5348,21,1,19,232,2017-11-07 14:39:43,,0
77809,15,1,20,245,2017-11-07 14:32:25,,0
119369,15,1,35,245,2017-11-07 14:37:48,,0
44527,12,1,9,265,2017-11-07 14:28:36,,0
105091,12,1,8,140,2017-11-07 14:35:19,,0
106460,15,1,4,430,2017-11-07 14:28:27,,0
196573,19,0,21,213,2017-11-07 14:33:27,,0
88138,2,1,22,377,2017-11-07 14:42:36,,0
95473,15,1,19,245,2017-11-07 14:24:12,,0
99209,2,1,25,377,2017-11-07 14:24:43,,0
122008,1,1,49,377,2017-11-07 14:26:13,,0
75885,22,1,19,116,2017-11-07 14:39:02,,0
35733,15,1,19,245,2017-11-07 14:26:19,,0
99054,12,1,19,242,2017-11-07 14:26:45,,0
18439,12,1,41,245,2017-11-07 14:28:00,,0
34610,2,1,13,122,2017-11-07 14:24:36,,0
92712,3,1,19,153,2017-11-07 14:40:58,,0
57861,23,1,41,153,2017-11-07 14:40:45,,0
166798,11,1,19,469,2017-11-07 14:41:03,,0
36407,12,1,19,265,2017-11-07 14:39:42,,0
29836,2,1,10,122,2017-11-07 14:26:18,,0
177426,2,1,41,477,2017-11-07 14:37:10,,0
73516,12,1,25,265,2017-11-07 14:28:35,,0
5648,2,1,41,122,2017-11-07 14:38:38,,0
8201,3,1,19,424,2017-11-07 14:32:59,,0
73333,18,1,17,107,2017-11-07 14:38:41,,0
52557,2,1,31,212,2017-11-07 14:26:01,,0
162045,11,1,22,173,2017-11-07 14:27:10,,0
199747,15,1,3,265,2017-11-07 14:37:38,,0
145041,2,1,16,435,2017-11-07 14:38:40,,0
43881,10,1,19,113,2017-11-07 14:33:32,,0
50275,14,1,19,349,2017-11-07 14:43:00,,0
62143,3,1,15,379,2017-11-07 14:26:16,,0
101074,18,1,19,107,2017-11-07 14:39:42,,0
209663,2,1,19,205,2017-11-07 14:39:39,,0
69267,18,1,19,107,2017-11-07 14:25:50,,0
89981,9,1,19,244,2017-11-07 14:24:41,,0
62933,18,1,7,121,2017-11-07 14:32:54,,0
139344,9,1,15,258,2017-11-07 14:27:48,,0
55988,14,1,20,463,2017-11-07 14:39:14,,0
106738,3,1,19,173,2017-11-07 14:36:35,,0
162265,12,1,19,145,2017-11-07 14:30:53,,0
119289,14,1,1,489,2017-11-07 14:30:43,,0
202388,3,1,53,137,2017-11-07 14:36:38,,0
113837,12,1,6,178,2017-11-07 14:28:31,,0
114314,3,1,25,19,2017-11-07 14:37:40,,0
159907,12,1,27,259,2017-11-07 14:29:27,,0
84361,25,1,37,259,2017-11-07 14:27:39,,0
118123,18,1,20,107,2017-11-07 14:27:43,,0
73487,1,1,19,377,2017-11-07 14:26:40,,0
80835,18,1,32,134,2017-11-07 14:41:47,,0
40879,15,1,13,379,2017-11-07 14:27:47,,0
145179,14,1,19,489,2017-11-07 14:33:00,,0
84896,29,1,25,213,2017-11-07 14:33:39,,0
43061,13,1,19,477,2017-11-07 14:37:54,,0
142023,12,1,19,122,2017-11-07 14:29:58,,0
59182,28,1,13,135,2017-11-07 14:38:34,,0
195931,13,1,14,477,2017-11-07 14:37:01,,0
48383,15,1,18,245,2017-11-07 14:40:30,,0
85773,2,1,28,435,2017-11-07 14:39:52,,0
70265,18,1,15,107,2017-11-07 14:28:22,,0
108341,2,1,13,205,2017-11-07 14:28:44,,0
100738,11,1,37,173,2017-11-07 14:39:25,,0
47996,9,1,47,215,2017-11-07 14:29:28,,0
17149,13,1,53,477,2017-11-07 14:28:29,,0
44744,2,1,9,122,2017-11-07 14:42:50,,0
41386,12,2,18,265,2017-11-07 14:39:26,,0
23752,8,1,10,145,2017-11-07 14:31:56,,0
87592,14,1,17,439,2017-11-07 14:30:21,,0
17572,8,1,17,259,2017-11-07 14:27:24,,0
124724,14,1,19,439,2017-11-07 14:26:48,,0
166410,14,1,53,349,2017-11-07 14:28:06,,0
99809,9,1,19,442,2017-11-07 14:39:00,,0
105475,27,1,19,153,2017-11-07 14:34:38,,0
171690,15,1,31,153,2017-11-07 14:32:00,,0
115020,9,1,8,445,2017-11-07 14:29:43,,0
156879,6,1,8,459,2017-11-07 14:42:46,,0
84774,3,1,13,452,2017-11-07 14:36:27,,0
100763,2,1,19,219,2017-11-07 14:37:49,,0
114220,2,1,6,477,2017-11-07 14:38:26,,0
80275,1,1,23,134,2017-11-07 14:33:45,,0
8557,425,3032,607,347,2017-11-07 14:30:41,,0
73978,23,1,19,153,2017-11-07 14:41:23,,0
118444,1,1,13,377,2017-11-07 14:36:25,,0
126348,3,1,19,19,2017-11-07 14:39:13,,0
145119,9,1,6,334,2017-11-07 14:24:46,,0
114734,26,1,13,266,2017-11-07 14:39:40,,0
105475,3,1,19,135,2017-11-07 14:38:52,,0
140198,9,1,19,466,2017-11-07 14:40:06,,0
132083,12,1,17,328,2017-11-07 14:35:15,,0
