ip,app,device,os,channel,click_time,attributed_time,is_attributed
69810,3,1,13,19,2017-11-07 11:51:04,,0
11997,12,1,13,265,2017-11-07 11:45:59,,0
103463,15,1,22,3,2017-11-07 11:44:08,,0
101690,18,1,3,439,2017-11-07 11:33:29,,0
7068,15,1,13,140,2017-11-07 11:37:47,,0
23550,2,1,13,122,2017-11-07 11:39:20,,0
34457,12,1,19,424,2017-11-07 11:47:51,,0
125222,2,1,23,205,2017-11-07 11:47:38,,0
45009,2,2,36,205,2017-11-07 11:38:09,,0
83906,14,1,6,134,2017-11-07 11:41:54,,0
114314,9,1,16,232,2017-11-07 11:49:21,,0
204713,9,1,19,134,2017-11-07 11:50:37,,0
159761,2,1,19,364,2017-11-07 11:36:26,,0
174784,10,1,27,113,2017-11-07 11:32:52,2017-11-07 11:33:14,1
69331,13,1,20,400,2017-11-07 11:50:34,,0
206050,3,1,14,280,2017-11-07 11:41:26,,0
164238,19,0,29,213,2017-11-07 11:38:04,,0
109513,15,1,19,265,2017-11-07 11:47:47,,0
81981,7,1,19,101,2017-11-07 11:42:16,,0
23322,15,1,13,315,2017-11-07 11:33:28,,0
121357,25,1,41,259,2017-11-07 11:33:49,,0
66507,14,1,43,442,2017-11-07 11:31:42,,0
93054,15,2,65,245,2017-11-07 11:33:47,,0
64435,15,1,14,265,2017-11-07 11:41:34,,0
121136,9,1,19,215,2017-11-07 11:42:17,,0
42621,3,1,19,280,2017-11-07 11:43:29,,0
60556,14,1,35,480,2017-11-07 11:49:18,,0
53454,18,1,13,121,2017-11-07 11:35:41,,0
133009,3,1,19,379,2017-11-07 11:46:06,,0
102103,12,1,18,178,2017-11-07 11:34:12,,0
27406,22,1,20,116,2017-11-07 11:48:44,,0
79614,12,2,32,140,2017-11-07 11:34:14,,0
79909,29,1,13,343,2017-11-07 11:43:40,,0
38168,15,1,13,259,2017-11-07 11:39:49,,0
148656,20,2,1,259,2017-11-07 11:48:52,,0
65457,18,1,13,121,2017-11-07 11:45:07,,0
132006,3,1,19,489,2017-11-07 11:35:36,,0
30481,3,1,25,280,2017-11-07 11:47:39,,0
111025,2,1,6,477,2017-11-07 11:34:34,,0
80634,12,1,19,105,2017-11-07 11:43:01,,0
120918,15,1,13,315,2017-11-07 11:50:37,,0
67776,21,2,18,128,2017-11-07 11:41:19,,0
130649,58,3032,607,347,2017-11-07 11:48:51,,0
5348,12,1,44,178,2017-11-07 11:41:31,,0
28471,3,1,47,466,2017-11-07 11:35:27,,0
175837,3,1,19,280,2017-11-07 11:35:27,,0
73269,15,1,19,245,2017-11-07 11:44:32,,0
117050,25,1,37,259,2017-11-07 11:39:11,,0
152323,24,1,19,105,2017-11-07 11:37:07,,0
145581,12,1,27,265,2017-11-07 11:50:20,,0
37919,1,2,36,178,2017-11-07 11:45:35,,0
44725,15,1,13,111,2017-11-07 11:36:23,,0
115557,64,1,13,459,2017-11-07 11:45:37,,0
111153,8,1,19,145,2017-11-07 11:47:48,,0
179133,23,1,13,153,2017-11-07 11:49:27,,0
60384,1,1,13,137,2017-11-07 11:33:06,,0
195889,3,1,8,489,2017-11-07 11:37:05,,0
178054,24,1,13,105,2017-11-07 11:46:40,,0
162620,11,1,13,122,2017-11-07 11:51:04,,0
112775,2,1,16,237,2017-11-07 11:50:11,,0
43435,5,1,13,377,2017-11-07 11:39:10,,0
17077,3,1,13,135,2017-11-07 11:33:28,,0
179331,21,1,19,232,2017-11-07 11:36:20,,0
25267,12,1,17,259,2017-11-07 11:38:26,,0
55690,2,2,9,364,2017-11-07 11:50:23,,0
178307,3,1,15,442,2017-11-07 11:47:44,,0
87879,14,1,13,480,2017-11-07 11:40:11,,0
33777,14,1,22,401,2017-11-07 11:33:01,,0
186611,8,1,17,145,2017-11-07 11:48:53,,0
109594,2,1,13,219,2017-11-07 11:36:33,,0
72698,24,1,17,105,2017-11-07 11:32:24,,0
27639,18,1,19,107,2017-11-07 11:36:24,,0
93789,2,1,23,435,2017-11-07 11:45:27,,0
4052,29,1,8,343,2017-11-07 11:32:14,,0
143043,3,1,19,442,2017-11-07 11:36:23,,0
160536,18,2,79,121,2017-11-07 11:46:10,,0
131815,2,1,13,377,2017-11-07 11:48:44,,0
3239,3,1,35,480,2017-11-07 11:50:38,,0
5314,6,2,18,125,2017-11-07 11:44:29,,0
110275,12,1,17,424,2017-11-07 11:50:37,,0
55098,12,1,19,219,2017-11-07 11:35:33,,0
135391,18,1,58,107,2017-11-07 11:33:30,,0
146691,18,1,13,121,2017-11-07 11:35:50,,0
175364,12,1,14,265,2017-11-07 11:46:19,,0
198944,12,1,41,259,2017-11-07 11:47:21,,0
2076,2,1,1,122,2017-11-07 11:38:10,,0
186130,24,1,17,105,2017-11-07 11:35:16,,0
58415,3,1,53,130,2017-11-07 11:39:58,,0
5348,12,1,22,259,2017-11-07 11:41:22,,0
167243,9,1,32,334,2017-11-07 11:41:12,,0
44673,25,2,19,259,2017-11-07 11:43:32,,0
77048,3,2,7,137,2017-11-07 11:48:33,,0
4444,14,1,13,379,2017-11-07 11:32:02,,0
151858,18,3032,607,107,2017-11-07 11:46:21,,0
26589,2,1,3,364,2017-11-07 11:43:59,,0
102800,20,1,8,478,2017-11-07 11:34:11,,0
56218,8,1,10,259,2017-11-07 11:48:57,,0
95766,2,1,25,469,2017-11-07 11:36:57,,0
197178,3,1,13,205,2017-11-07 11:37:32,,0
120425,6,1,13,125,2017-11-07 11:48:33,,0
193209,2,1,10,435,2017-11-07 11:36:53,,0
53660,1,1,19,153,2017-11-07 11:33:14,,0
35155,11,1,13,469,2017-11-07 11:37:20,,0
42112,9,1,13,334,2017-11-07 11:34:37,,0
189570,25,2,32,259,2017-11-07 11:38:47,,0
5729,2,1,35,237,2017-11-07 11:33:48,,0
5348,64,1,8,459,2017-11-07 11:38:11,,0
19064,8,1,10,145,2017-11-07 11:50:50,,0
18422,18,3032,607,107,2017-11-07 11:39:43,,0
29315,18,1,32,107,2017-11-07 11:35:57,,0
13229,14,1,19,401,2017-11-07 11:43:23,,0
48820,3,1,13,442,2017-11-07 11:50:48,,0
74784,3,1,13,409,2017-11-07 11:42:47,,0
9295,14,1,18,123,2017-11-07 11:40:28,,0
114878,2,1,19,205,2017-11-07 11:35:52,,0
46170,18,1,19,121,2017-11-07 11:48:08,,0
114636,15,1,25,245,2017-11-07 11:31:59,,0
107520,107,1,13,171,2017-11-07 11:45:35,,0
116390,21,1,19,128,2017-11-07 11:35:41,,0
210147,64,1,6,459,2017-11-07 11:49:36,,0
34520,15,1,15,245,2017-11-07 11:48:36,,0
8230,3,1,19,205,2017-11-07 11:49:42,,0
53454,11,1,19,122,2017-11-07 11:46:14,,0
138097,15,1,13,386,2017-11-07 11:37:10,,0
202128,23,1,13,153,2017-11-07 11:41:03,,0
178561,2,1,22,377,2017-11-07 11:40:23,,0
2596,25,1,13,259,2017-11-07 11:39:27,,0
25705,2,1,6,205,2017-11-07 11:42:47,,0
110327,2,1,22,469,2017-11-07 11:44:37,,0
25119,2,1,19,258,2017-11-07 11:42:37,,0
123654,170,3032,607,347,2017-11-07 11:46:27,,0
85072,12,1,18,245,2017-11-07 11:33:11,,0
14792,6,1,19,459,2017-11-07 11:50:22,,0
49882,11,1,19,325,2017-11-07 11:38:34,,0
6308,9,2,13,234,2017-11-07 11:32:04,,0
61566,45,1,7,419,2017-11-07 11:48:15,,0
51905,24,2,27,178,2017-11-07 11:45:08,,0
49186,3,1,19,480,2017-11-07 11:47:27,,0
202960,64,1,19,459,2017-11-07 11:38:34,,0
75300,25,1,18,259,2017-11-07 11:37:24,,0
58524,27,1,19,153,2017-11-07 11:43:10,,0
95697,12,1,39,259,2017-11-07 11:45:30,,0
124317,18,1,13,107,2017-11-07 11:45:10,,0
69320,1,1,19,153,2017-11-07 11:44:58,,0
34254,13,1,13,477,2017-11-07 11:49:31,,0
134018,12,1,27,265,2017-11-07 11:41:50,,0
21298,12,1,3,409,2017-11-07 11:44:59,,0
11881,36,1,22,373,2017-11-07 11:47:56,,0
114235,9,1,19,489,2017-11-07 11:38:02,,0
4633,3,1,19,173,2017-11-07 11:43:44,,0
186606,64,1,13,459,2017-11-07 11:50:50,,0
111493,9,2,25,134,2017-11-07 11:46:13,,0
9704,18,1,19,107,2017-11-07 11:43:05,,0
5314,14,1,13,489,2017-11-07 11:33:40,,0
145005,14,1,19,379,2017-11-07 11:45:35,,0
181298,3,1,10,173,2017-11-07 11:40:00,,0
2076,3,1,13,137,2017-11-07 11:48:50,,0
106723,3,1,16,424,2017-11-07 11:39:55,,0
45004,15,1,13,245,2017-11-07 11:46:52,,0
83252,9,1,13,442,2017-11-07 11:43:38,,0
154228,15,1,18,265,2017-11-07 11:37:46,,0
5348,18,1,17,134,2017-11-07 11:32:09,,0
7275,2,1,13,237,2017-11-07 11:31:43,,0
85056,21,1,36,232,2017-11-07 11:38:04,,0
95820,9,1,13,445,2017-11-07 11:41:50,,0
12450,25,1,19,259,2017-11-07 11:34:31,,0
25588,24,1,19,105,2017-11-07 11:42:46,,0
100131,18,1,18,107,2017-11-07 11:42:31,,0
29836,13,1,13,477,2017-11-07 11:38:52,,0
70643,9,2,13,234,2017-11-07 11:49:38,,0
147530,3,1,1,280,2017-11-07 11:43:22,,0
18889,10,1,13,377,2017-11-07 11:41:38,,0
72023,2,1,13,477,2017-11-07 11:32:03,,0
17610,15,1,13,153,2017-11-07 11:47:06,,0
4019,14,1,13,123,2017-11-07 11:47:29,,0
81643,9,1,10,244,2017-11-07 11:40:51,,0
77529,20,1,19,478,2017-11-07 11:45:06,,0
100341,24,1,15,105,2017-11-07 11:45:47,,0
129153,1,1,19,178,2017-11-07 11:39:10,,0
55786,3,1,17,115,2017-11-07 11:34:09,,0
76822,21,1,19,128,2017-11-07 11:34:31,,0
212666,12,1,19,259,2017-11-07 11:47:45,,0
189285,13,1,18,477,2017-11-07 11:35:14,,0
123813,15,1,16,480,2017-11-07 11:47:14,,0
5348,12,1,9,265,2017-11-07 11:36:42,,0
35828,32,1,23,376,2017-11-07 11:47:01,,0
91232,18,1,19,107,2017-11-07 11:45:23,,0
28076,2,1,19,219,2017-11-07 11:33:59,,0
124936,3,1,19,452,2017-11-07 11:47:01,,0
115014,9,1,25,215,2017-11-07 11:33:26,,0
199886,3,1,19,466,2017-11-07 11:48:37,,0
145952,9,1,13,445,2017-11-07 11:44:32,,0
110209,2,1,13,452,2017-11-07 11:31:59,,0
102695,9,1,25,334,2017-11-07 11:36:27,,0
114314,3,1,17,424,2017-11-07 11:42:57,,0
20924,14,1,18,463,2017-11-07 11:39:20,,0
168787,3,1,8,280,2017-11-07 11:32:34,,0
173874,12,1,13,265,2017-11-07 11:42:08,,0
170560,2,1,28,469,2017-11-07 11:38:13,,0
10987,3,1,3,379,2017-11-07 11:39:19,,0
67628,23,1,6,153,2017-11-07 11:45:03,,0
113475,3,1,41,489,2017-11-07 11:45:16,,0
4019,6,1,9,125,2017-11-07 11:49:59,,0
70473,14,1,13,489,2017-11-07 11:37:11,,0
80605,46,0,24,347,2017-11-07 11:35:51,,0
100245,12,1,19,245,2017-11-07 11:35:59,,0
70737,18,1,15,107,2017-11-07 11:36:28,,0
119633,18,1,13,121,2017-11-07 11:38:18,,0
70795,21,1,4,232,2017-11-07 11:45:23,,0
13776,3,1,17,280,2017-11-07 11:38:19,,0
173320,2,1,6,477,2017-11-07 11:41:13,,0
78506,2,1,30,469,2017-11-07 11:42:51,,0
116055,6,1,13,125,2017-11-07 11:47:13,,0
115634,2,2,65,205,2017-11-07 11:33:21,,0
40710,12,1,16,178,2017-11-07 11:50:12,,0
7259,2,1,20,477,2017-11-07 11:32:58,,0
9674,13,1,37,469,2017-11-07 11:46:40,,0
114655,13,1,13,477,2017-11-07 11:42:36,,0
197093,23,1,2,153,2017-11-07 11:44:21,,0
203067,3,1,19,379,2017-11-07 11:47:45,,0
174678,15,1,19,386,2017-11-07 11:48:17,,0
34337,25,1,19,259,2017-11-07 11:41:36,,0
35841,2,1,10,435,2017-11-07 11:38:18,,0
113033,15,1,13,480,2017-11-07 11:40:21,,0
29459,18,1,19,107,2017-11-07 11:45:04,,0
7120,20,1,8,259,2017-11-07 11:32:01,,0
123994,15,1,13,480,2017-11-07 11:35:08,,0
14381,15,1,53,265,2017-11-07 11:49:00,,0
196254,12,1,13,245,2017-11-07 11:39:31,,0
100237,3,1,13,379,2017-11-07 11:45:20,,0
82062,18,1,16,134,2017-11-07 11:35:46,,0
5729,9,1,18,445,2017-11-07 11:33:54,,0
10274,21,1,19,128,2017-11-07 11:32:16,,0
149155,2,1,13,435,2017-11-07 11:34:26,,0
107806,10,1,22,317,2017-11-07 11:48:22,,0
118146,9,1,13,134,2017-11-07 11:36:50,,0
47664,14,1,19,463,2017-11-07 11:36:51,,0
101272,2,1,37,219,2017-11-07 11:37:16,,0
1815,9,1,19,466,2017-11-07 11:34:21,,0
111324,3,1,19,137,2017-11-07 11:37:17,,0
117167,21,1,9,128,2017-11-07 11:48:57,,0
45419,3,1,15,424,2017-11-07 11:50:12,,0
83714,23,1,13,153,2017-11-07 11:39:10,,0
108913,15,1,14,111,2017-11-07 11:37:46,,0
52662,12,2,49,245,2017-11-07 11:37:21,,0
31715,18,3032,607,107,2017-11-07 11:47:05,,0
114314,3,1,14,480,2017-11-07 11:35:34,,0
22382,13,1,8,477,2017-11-07 11:33:52,,0
58913,32,1,23,376,2017-11-07 11:37:10,,0
200385,9,1,27,215,2017-11-07 11:38:06,,0
51361,2,1,6,236,2017-11-07 11:43:51,,0
41456,18,1,31,107,2017-11-07 11:44:02,,0
125581,9,1,9,232,2017-11-07 11:34:20,,0
13634,1,1,13,115,2017-11-07 11:47:58,,0
219,18,1,19,121,2017-11-07 11:50:26,,0
119289,2,2,13,205,2017-11-07 11:38:06,,0
119378,3,1,9,115,2017-11-07 11:49:19,,0
120613,58,1,13,110,2017-11-07 11:39:25,,0
32272,9,1,13,334,2017-11-07 11:50:50,,0
89800,23,1,17,153,2017-11-07 11:40:05,,0
69852,18,3032,607,107,2017-11-07 11:48:26,,0
67197,2,1,19,469,2017-11-07 11:50:09,,0
95766,9,1,19,134,2017-11-07 11:45:58,,0
62245,23,1,19,153,2017-11-07 11:50:55,,0
48240,10,1,1,317,2017-11-07 11:34:59,,0
60191,1,1,19,153,2017-11-07 11:44:08,,0
161440,3,1,19,452,2017-11-07 11:33:09,,0
200835,8,1,22,145,2017-11-07 11:38:40,,0
32051,6,1,6,459,2017-11-07 11:42:43,,0
95929,14,1,27,463,2017-11-07 11:45:34,,0
15049,12,1,22,140,2017-11-07 11:35:18,,0
54125,9,1,13,442,2017-11-07 11:32:10,,0
44476,2,1,22,452,2017-11-07 11:39:41,,0
114808,3,1,56,409,2017-11-07 11:45:29,,0
70200,3,1,41,442,2017-11-07 11:45:55,,0
45237,25,1,19,259,2017-11-07 11:40:30,,0
174047,18,1,49,121,2017-11-07 11:39:40,,0
121741,15,1,22,386,2017-11-07 11:48:12,,0
56412,21,1,25,232,2017-11-07 11:50:07,,0
96101,24,1,19,105,2017-11-07 11:36:02,,0
91232,1,1,18,349,2017-11-07 11:43:09,,0
5314,10,1,19,377,2017-11-07 11:39:40,2017-11-07 11:40:52,1
625,3,1,13,424,2017-11-07 11:34:21,,0
43793,13,1,1,477,2017-11-07 11:35:11,,0
51864,3,1,22,153,2017-11-07 11:36:58,,0
81646,12,1,41,259,2017-11-07 11:32:32,,0
22292,3,1,13,137,2017-11-07 11:39:10,,0
73487,24,2,37,178,2017-11-07 11:39:22,,0
69411,9,1,8,134,2017-11-07 11:47:09,,0
198707,9,1,16,442,2017-11-07 11:38:59,,0
29489,3,2,97,130,2017-11-07 11:48:10,,0
153749,64,1,18,459,2017-11-07 11:43:34,,0
115115,1,1,15,153,2017-11-07 11:37:10,,0
100212,12,1,9,178,2017-11-07 11:47:46,,0
48176,32,1,19,376,2017-11-07 11:39:50,,0
55213,9,1,17,244,2017-11-07 11:40:58,,0
9916,9,1,41,334,2017-11-07 11:37:21,,0
113479,3,1,12,130,2017-11-07 11:33:46,,0
60854,12,1,19,178,2017-11-07 11:33:37,,0
2095,1,2,47,153,2017-11-07 11:49:08,,0
60191,18,1,19,107,2017-11-07 11:46:38,,0
34387,3,1,15,379,2017-11-07 11:33:09,,0
159335,9,1,13,466,2017-11-07 11:49:43,,0
69174,29,1,18,213,2017-11-07 11:34:51,,0
176438,15,1,19,430,2017-11-07 11:43:07,,0
190925,3,2,19,137,2017-11-07 11:35:08,,0
160536,3,1,62,480,2017-11-07 11:36:34,,0
53454,12,1,13,178,2017-11-07 11:32:40,,0
9101,12,1,13,178,2017-11-07 11:50:22,,0
24876,12,1,15,265,2017-11-07 11:43:37,,0
66258,12,2,19,178,2017-11-07 11:39:46,,0
71591,3,1,19,480,2017-11-07 11:41:43,,0
21635,9,1,22,466,2017-11-07 11:36:05,,0
44527,9,1,17,234,2017-11-07 11:49:31,,0
56581,12,1,27,328,2017-11-07 11:50:02,,0
172657,12,1,22,178,2017-11-07 11:32:26,,0
64563,18,1,19,107,2017-11-07 11:45:55,,0
20143,15,1,6,386,2017-11-07 11:41:24,,0
127600,12,1,13,19,2017-11-07 11:46:31,,0
29972,3,1,18,417,2017-11-07 11:50:30,,0
139578,15,1,13,245,2017-11-07 11:39:35,,0
182022,7,1,6,101,2017-11-07 11:36:16,,0
100281,2,1,13,477,2017-11-07 11:40:40,,0
48536,23,1,19,153,2017-11-07 11:47:12,,0
95942,3,1,6,130,2017-11-07 11:37:27,,0
198552,12,1,13,245,2017-11-07 11:39:35,,0
151603,6,1,13,125,2017-11-07 11:47:45,,0
5314,26,1,19,121,2017-11-07 11:50:20,,0
12171,28,1,31,135,2017-11-07 11:49:29,,0
92519,15,1,13,245,2017-11-07 11:36:56,,0
80335,21,1,15,128,2017-11-07 11:41:46,,0
65862,20,1,18,259,2017-11-07 11:35:43,,0
3262,2,1,19,236,2017-11-07 11:32:47,,0
144952,9,1,9,258,2017-11-07 11:38:24,,0
30274,23,1,13,153,2017-11-07 11:48:19,,0
20288,3,1,19,173,2017-11-07 11:48:55,,0
62339,18,3032,607,107,2017-11-07 11:40:14,,0
15217,13,1,17,469,2017-11-07 11:35:21,,0
12879,14,1,10,442,2017-11-07 11:43:23,,0
37774,12,2,13,259,2017-11-07 11:34:35,,0
33694,7,1,19,101,2017-11-07 11:48:01,,0
81911,26,1,15,121,2017-11-07 11:48:22,,0
109260,18,1,22,439,2017-11-07 11:45:04,,0
123881,3,1,22,480,2017-11-07 11:43:00,,0
62038,12,1,19,424,2017-11-07 11:34:07,,0
7164,18,1,25,439,2017-11-07 11:39:20,,0
116740,28,1,53,135,2017-11-07 11:44:06,,0
127249,36,1,23,110,2017-11-07 11:45:47,,0
114220,12,1,19,140,2017-11-07 11:33:43,,0
108040,20,1,11,259,2017-11-07 11:41:33,,0
50169,12,1,19,140,2017-11-07 11:33:34,,0
5348,2,1,6,477,2017-11-07 11:42:58,,0
98286,20,1,20,478,2017-11-07 11:48:54,,0
9021,12,1,19,19,2017-11-07 11:48:49,,0
111457,9,1,22,466,2017-11-07 11:44:27,,0
50131,3,1,19,280,2017-11-07 11:46:08,,0
32560,14,1,30,379,2017-11-07 11:36:48,,0
117269,18,1,15,107,2017-11-07 11:50:57,,0
42237,9,1,19,334,2017-11-07 11:48:33,,0
10826,3,1,19,211,2017-11-07 11:48:24,,0
188005,26,1,53,121,2017-11-07 11:39:08,,0
73516,3,1,23,280,2017-11-07 11:42:42,,0
192239,3,1,27,211,2017-11-07 11:41:46,,0
100724,3,1,19,379,2017-11-07 11:34:23,,0
116041,12,1,14,140,2017-11-07 11:50:17,,0
41229,15,1,37,412,2017-11-07 11:39:33,,0
208996,24,1,2,105,2017-11-07 11:37:06,,0
59660,9,1,1,442,2017-11-07 11:38:38,,0
25119,12,1,26,265,2017-11-07 11:32:15,,0
208839,9,1,10,134,2017-11-07 11:44:16,,0
68483,14,1,9,480,2017-11-07 11:36:55,,0
73729,15,1,19,245,2017-11-07 11:33:22,,0
9946,25,1,19,259,2017-11-07 11:42:52,,0
115481,3,1,18,417,2017-11-07 11:50:16,,0
17149,21,2,13,128,2017-11-07 11:32:04,,0
121215,6,1,14,125,2017-11-07 11:41:41,,0
73767,1,1,17,115,2017-11-07 11:43:31,,0
24980,3,1,46,19,2017-11-07 11:38:20,,0
172108,12,1,13,265,2017-11-07 11:49:45,,0
47231,15,1,19,140,2017-11-07 11:36:36,,0
209611,3,1,16,424,2017-11-07 11:48:12,,0
70496,7,1,16,101,2017-11-07 11:33:09,,0
68724,6,1,20,459,2017-11-07 11:44:31,,0
99285,64,1,35,459,2017-11-07 11:42:08,,0
22804,3,1,19,489,2017-11-07 11:38:32,,0
40995,14,1,10,349,2017-11-07 11:38:35,,0
120744,64,1,15,459,2017-11-07 11:31:59,,0
72805,3,1,17,280,2017-11-07 11:48:08,,0
130672,14,1,13,379,2017-11-07 11:45:15,,0
5314,12,2,22,265,2017-11-07 11:41:23,,0
8507,15,1,19,3,2017-11-07 11:51:16,,0
108881,15,1,13,130,2017-11-07 11:34:54,,0
70008,14,1,13,480,2017-11-07 11:45:12,,0
113848,26,1,25,121,2017-11-07 11:43:20,,0
48585,11,1,41,319,2017-11-07 11:32:07,,0
87145,14,1,37,439,2017-11-07 11:37:28,,0
15572,9,1,5,489,2017-11-07 11:46:55,,0
74355,23,1,4,153,2017-11-07 11:49:25,,0
43790,18,1,13,107,2017-11-07 11:45:25,,0
14946,64,1,17,459,2017-11-07 11:46:07,,0
107714,12,1,16,178,2017-11-07 11:47:30,,0
201985,3,2,13,280,2017-11-07 11:43:00,,0
29993,3,2,9,280,2017-11-07 11:37:12,,0
179750,18,1,19,107,2017-11-07 11:42:43,,0
123994,2,1,2,452,2017-11-07 11:37:05,,0
103698,18,1,1,107,2017-11-07 11:46:41,,0
81698,6,1,13,459,2017-11-07 11:36:03,,0
92108,1,1,14,134,2017-11-07 11:42:09,,0
25614,2,1,14,205,2017-11-07 11:33:00,,0
76802,7,1,13,101,2017-11-07 11:32:03,,0
75300,15,1,20,245,2017-11-07 11:35:59,,0
84703,19,0,0,213,2017-11-07 11:36:20,,0
63761,14,1,19,442,2017-11-07 11:32:23,,0
129395,15,1,13,278,2017-11-07 11:46:46,,0
28200,13,1,6,400,2017-11-07 11:33:12,,0
111468,15,1,18,315,2017-11-07 11:31:59,,0
14792,13,1,3,477,2017-11-07 11:35:35,,0
52900,26,1,22,266,2017-11-07 11:39:10,,0
146264,14,1,13,379,2017-11-07 11:42:08,,0
5729,3,1,28,173,2017-11-07 11:46:25,,0
60083,3,1,13,280,2017-11-07 11:50:39,,0
110854,12,1,14,265,2017-11-07 11:34:21,,0
116366,12,1,37,424,2017-11-07 11:41:30,,0
42041,8,1,19,140,2017-11-07 11:37:03,,0
82742,9,2,19,442,2017-11-07 11:37:39,,0
95766,15,1,3,245,2017-11-07 11:45:30,,0
57154,9,2,11,334,2017-11-07 11:34:55,,0
164620,10,1,27,113,2017-11-07 11:38:10,,0
42038,3,1,5,19,2017-11-07 11:48:09,,0
71742,3,1,13,442,2017-11-07 11:49:11,,0
76211,15,1,6,245,2017-11-07 11:34:44,,0
27782,9,1,28,442,2017-11-07 11:44:28,,0
147117,13,2,16,400,2017-11-07 11:35:24,,0
44663,18,1,13,121,2017-11-07 11:43:03,,0
93054,1,1,19,124,2017-11-07 11:38:08,,0
39345,9,1,15,134,2017-11-07 11:45:34,,0
96893,25,1,9,259,2017-11-07 11:42:01,,0
54724,23,1,53,153,2017-11-07 11:43:13,,0
68209,9,1,22,489,2017-11-07 11:48:54,,0
189070,13,1,19,477,2017-11-07 11:37:51,,0
143652,1,1,19,153,2017-11-07 11:34:39,,0
79827,12,1,49,259,2017-11-07 11:37:33,,0
10779,2,1,13,469,2017-11-07 11:33:23,,0
180285,14,1,13,401,2017-11-07 11:34:20,,0
75885,15,1,9,153,2017-11-07 11:42:03,,0
48533,2,1,6,477,2017-11-07 11:32:39,,0
68923,10,1,13,377,2017-11-07 11:35:49,,0
31507,14,1,13,480,2017-11-07 11:44:35,,0
106749,3,1,17,489,2017-11-07 11:49:38,,0
18475,2,1,13,122,2017-11-07 11:37:37,,0
101250,18,1,19,107,2017-11-07 11:39:49,,0
180292,12,1,13,145,2017-11-07 11:44:50,,0
12529,3,1,19,280,2017-11-07 11:44:03,,0
53454,18,1,13,107,2017-11-07 11:43:50,,0
125915,20,1,13,259,2017-11-07 11:33:51,,0
115130,15,1,6,111,2017-11-07 11:47:00,,0
53931,15,1,16,265,2017-11-07 11:36:00,,0
5704,15,1,13,245,2017-11-07 11:43:50,,0
89447,13,1,6,400,2017-11-07 11:46:34,,0
66176,15,1,18,3,2017-11-07 11:48:48,,0
4019,2,1,6,477,2017-11-07 11:38:11,,0
83306,3,1,17,379,2017-11-07 11:43:01,,0
82927,2,1,19,477,2017-11-07 11:34:06,,0
102287,12,2,13,178,2017-11-07 11:36:23,,0
2821,2,1,19,469,2017-11-07 11:36:49,,0
25905,3,1,20,466,2017-11-07 11:32:40,,0
113686,26,1,17,121,2017-11-07 11:44:02,,0
108858,2,1,19,237,2017-11-07 11:44:54,,0
50169,2,1,6,477,2017-11-07 11:50:40,,0
197177,3,1,30,137,2017-11-07 11:47:03,,0
79258,8,1,41,145,2017-11-07 11:41:05,,0
68248,2,1,15,477,2017-11-07 11:40:02,,0
53746,12,1,13,140,2017-11-07 11:31:50,,0
31382,18,3032,607,107,2017-11-07 11:49:18,,0
4875,3,1,13,280,2017-11-07 11:35:35,,0
112386,12,1,18,481,2017-11-07 11:40:52,,0
108021,12,1,3,178,2017-11-07 11:36:39,,0
120452,2,1,19,212,2017-11-07 11:39:08,,0
124614,9,1,22,445,2017-11-07 11:33:52,,0
79616,3,1,13,424,2017-11-07 11:46:21,,0
97716,12,1,19,328,2017-11-07 11:51:09,,0
78805,3,1,13,280,2017-11-07 11:39:42,,0
81068,9,1,13,445,2017-11-07 11:43:04,,0
31076,3,1,18,137,2017-11-07 11:38:10,,0
23907,12,1,19,259,2017-11-07 11:49:30,,0
53473,3,1,13,489,2017-11-07 11:42:55,,0
99140,9,1,19,445,2017-11-07 11:38:27,,0
26766,9,1,13,334,2017-11-07 11:33:55,,0
58529,3,1,13,280,2017-11-07 11:39:13,,0
77048,1,1,17,153,2017-11-07 11:37:06,,0
33503,2,1,19,477,2017-11-07 11:36:55,,0
137052,18,1,47,439,2017-11-07 11:34:56,,0
177612,3,1,22,280,2017-11-07 11:38:39,,0
163737,12,1,23,259,2017-11-07 11:49:58,,0
83293,15,1,18,140,2017-11-07 11:40:06,,0
98379,14,1,19,401,2017-11-07 11:47:39,,0
102684,3,1,18,280,2017-11-07 11:39:54,,0
5314,2,1,3,469,2017-11-07 11:46:56,,0
119391,26,1,19,121,2017-11-07 11:41:33,,0
119852,12,1,15,265,2017-11-07 11:42:37,,0
109213,3,1,15,442,2017-11-07 11:36:06,,0
100608,2,1,28,122,2017-11-07 11:46:38,,0
31090,9,1,41,442,2017-11-07 11:50:34,,0
103264,9,1,19,244,2017-11-07 11:50:08,,0
83276,64,1,13,459,2017-11-07 11:45:55,,0
101250,7,1,6,101,2017-11-07 11:45:21,,0
100275,14,1,18,463,2017-11-07 11:41:05,,0
100976,12,1,19,178,2017-11-07 11:46:28,,0
122018,6,1,25,459,2017-11-07 11:48:17,,0
17756,3,1,19,442,2017-11-07 11:41:16,,0
63698,12,1,19,178,2017-11-07 11:49:26,,0
123908,18,1,19,121,2017-11-07 11:40:44,,0
161728,12,1,37,265,2017-11-07 11:41:57,,0
123889,7,1,17,101,2017-11-07 11:38:28,,0
70207,12,1,17,265,2017-11-07 11:42:19,,0
9033,109,0,0,347,2017-11-07 11:35:24,,0
